IP_Address,NA,C,DateTime,E,Request_Method,status code sent by server,size of obejct retrun to the client,Referring_URL,User_Agent
103.201.138.247,-,-,[22/Feb/2019:16:07:08,+0000],GET /wako/page/index.php HTTP/1.1,302,8506,http://socialstudio.in/wako/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.119 Safari/537.36"
103.201.138.247,-,-,[22/Feb/2019:16:07:08,+0000],GET /wako/page/index.php HTTP/1.1,302,8506,http://socialstudio.in/wako/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.119 Safari/537.36"
103.201.138.247,-,-,[22/Feb/2019:16:07:08,+0000],GET /wako/page/index.php HTTP/1.1,302,8506,http://socialstudio.in/wako/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.119 Safari/537.36"
103.201.138.247,-,-,[22/Feb/2019:16:07:09,+0000],GET /wako/page/index.php HTTP/1.1,302,8506,http://socialstudio.in/wako/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.119 Safari/537.36"
103.201.138.247,-,-,[22/Feb/2019:16:07:13,+0000],GET /wako/page/index.php HTTP/1.1,302,8506,http://socialstudio.in/wako/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.119 Safari/537.36"
103.201.138.247,-,-,[22/Feb/2019:16:07:15,+0000],GET /wako/page/index.php HTTP/1.1,302,8506,http://socialstudio.in/wako/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.119 Safari/537.36"
103.201.138.247,-,-,[22/Feb/2019:16:07:21,+0000],GET /wako/page/index.php HTTP/1.1,302,8506,http://socialstudio.in/wako/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.119 Safari/537.36"
103.201.138.247,-,-,[22/Feb/2019:16:07:23,+0000],GET /wako/page/index.php HTTP/1.1,302,8506,http://socialstudio.in/wako/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.119 Safari/537.36"
103.201.138.247,-,-,[22/Feb/2019:16:07:25,+0000],GET /wako/page/index.php HTTP/1.1,302,8506,http://socialstudio.in/wako/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.119 Safari/537.36"
103.201.138.247,-,-,[22/Feb/2019:16:07:46,+0000],GET /wako/admin/slider-edit.php?id=1 HTTP/1.1,200,4200,http://socialstudio.in/wako/admin/slider.php,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.119 Safari/537.36"
103.201.138.247,-,-,[22/Feb/2019:16:07:47,+0000],GET /favicon.ico HTTP/1.1,200,-,http://socialstudio.in/wako/admin/slider-edit.php?id=1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.119 Safari/537.36"
103.201.138.247,-,-,[22/Feb/2019:16:07:05,+0000],GET /wako/page/index.php HTTP/1.1,302,8506,http://socialstudio.in/wako/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.119 Safari/537.36"
103.201.138.247,-,-,[22/Feb/2019:16:07:06,+0000],GET /wako/page/index.php HTTP/1.1,302,8506,http://socialstudio.in/wako/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.119 Safari/537.36"
103.201.138.247,-,-,[22/Feb/2019:16:07:11,+0000],GET /wako/page/index.php HTTP/1.1,302,8506,http://socialstudio.in/wako/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.119 Safari/537.36"
103.201.138.247,-,-,[22/Feb/2019:16:07:11,+0000],GET /wako/page/index.php HTTP/1.1,302,8506,http://socialstudio.in/wako/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.119 Safari/537.36"
103.201.138.247,-,-,[22/Feb/2019:16:07:12,+0000],GET /wako/page/index.php HTTP/1.1,302,8506,http://socialstudio.in/wako/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.119 Safari/537.36"
103.201.138.247,-,-,[22/Feb/2019:16:07:13,+0000],GET /wako/page/index.php HTTP/1.1,302,8506,http://socialstudio.in/wako/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.119 Safari/537.36"
103.201.138.247,-,-,[22/Feb/2019:16:07:14,+0000],GET /wako/page/index.php HTTP/1.1,302,8506,http://socialstudio.in/wako/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.119 Safari/537.36"
103.201.138.247,-,-,[22/Feb/2019:16:07:14,+0000],GET /wako/page/index.php HTTP/1.1,302,8506,http://socialstudio.in/wako/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.119 Safari/537.36"
103.201.138.247,-,-,[22/Feb/2019:16:07:20,+0000],GET /wako/page/index.php HTTP/1.1,302,8506,http://socialstudio.in/wako/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.119 Safari/537.36"
103.201.138.247,-,-,[22/Feb/2019:16:07:24,+0000],GET /wako/page/index.php HTTP/1.1,302,8506,http://socialstudio.in/wako/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.119 Safari/537.36"
103.201.138.247,-,-,[22/Feb/2019:16:07:25,+0000],GET /wako/page/index.php HTTP/1.1,302,8506,http://socialstudio.in/wako/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.119 Safari/537.36"
103.201.138.247,-,-,[22/Feb/2019:16:07:26,+0000],GET /wako/page/index.php HTTP/1.1,302,8506,http://socialstudio.in/wako/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.119 Safari/537.36"
103.201.138.247,-,-,[22/Feb/2019:16:07:56,+0000],GET /favicon.ico HTTP/1.1,200,-,http://socialstudio.in/wako/admin/slider-edit.php?id=1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.119 Safari/537.36"
103.201.138.247,-,-,[22/Feb/2019:16:07:02,+0000],GET /wako/page/index.php HTTP/1.1,302,8506,http://socialstudio.in/wako/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.119 Safari/537.36"
103.201.138.247,-,-,[22/Feb/2019:16:07:04,+0000],GET /wako/page/index.php HTTP/1.1,302,8506,http://socialstudio.in/wako/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.119 Safari/537.36"
103.201.138.247,-,-,[22/Feb/2019:16:07:05,+0000],GET /wako/page/index.php HTTP/1.1,302,8506,http://socialstudio.in/wako/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.119 Safari/537.36"
103.201.138.247,-,-,[22/Feb/2019:16:07:09,+0000],GET /wako/page/index.php HTTP/1.1,302,8506,http://socialstudio.in/wako/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.119 Safari/537.36"
103.201.138.247,-,-,[22/Feb/2019:16:07:10,+0000],GET /wako/page/index.php HTTP/1.1,302,8506,http://socialstudio.in/wako/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.119 Safari/537.36"
103.201.138.247,-,-,[22/Feb/2019:16:07:12,+0000],GET /wako/page/index.php HTTP/1.1,302,8506,http://socialstudio.in/wako/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.119 Safari/537.36"
103.201.138.247,-,-,[22/Feb/2019:16:07:21,+0000],GET /wako/page/index.php HTTP/1.1,302,8506,http://socialstudio.in/wako/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.119 Safari/537.36"
103.201.138.247,-,-,[22/Feb/2019:16:07:22,+0000],GET /wako/page/index.php HTTP/1.1,302,8506,http://socialstudio.in/wako/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.119 Safari/537.36"
103.201.138.247,-,-,[22/Feb/2019:16:07:23,+0000],GET /wako/page/index.php HTTP/1.1,302,8506,http://socialstudio.in/wako/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.119 Safari/537.36"
103.201.138.247,-,-,[22/Feb/2019:16:08:01,+0000],GET /wako/assets/uploads/favicon.png HTTP/1.1,200,12207,http://socialstudio.in/wako/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.119 Safari/537.36"
103.201.138.247,-,-,[22/Feb/2019:16:07:11,+0000],GET /wako/page/index.php HTTP/1.1,302,8506,http://socialstudio.in/wako/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.119 Safari/537.36"
103.201.138.247,-,-,[22/Feb/2019:16:07:13,+0000],GET /wako/page/index.php HTTP/1.1,302,8506,http://socialstudio.in/wako/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.119 Safari/537.36"
103.201.138.247,-,-,[22/Feb/2019:16:07:14,+0000],GET /wako/page/index.php HTTP/1.1,302,8506,http://socialstudio.in/wako/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.119 Safari/537.36"
103.201.138.247,-,-,[22/Feb/2019:16:07:15,+0000],GET /wako/page/index.php HTTP/1.1,302,8506,http://socialstudio.in/wako/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.119 Safari/537.36"
103.201.138.247,-,-,[22/Feb/2019:16:07:22,+0000],GET /wako/page/index.php HTTP/1.1,302,8506,http://socialstudio.in/wako/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.119 Safari/537.36"
103.201.138.247,-,-,[22/Feb/2019:16:07:24,+0000],GET /wako/page/index.php HTTP/1.1,302,8506,http://socialstudio.in/wako/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.119 Safari/537.36"
103.201.138.247,-,-,[22/Feb/2019:16:07:24,+0000],GET /wako/page/index.php HTTP/1.1,302,8506,http://socialstudio.in/wako/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.119 Safari/537.36"
103.201.138.247,-,-,[22/Feb/2019:16:07:26,+0000],GET /wako/page/index.php HTTP/1.1,302,8506,http://socialstudio.in/wako/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.119 Safari/537.36"
103.201.138.247,-,-,[22/Feb/2019:16:07:34,+0000],GET /wako/ HTTP/1.1,200,8892,-,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.119 Safari/537.36"
103.201.138.247,-,-,[22/Feb/2019:16:08:00,+0000],GET /wako/ HTTP/1.1,200,8871,-,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.119 Safari/537.36"
103.201.138.247,-,-,[22/Feb/2019:16:08:07,+0000],GET /wako/admin/slider.php HTTP/1.1,200,4299,http://socialstudio.in/wako/admin/slider-edit.php?id=1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.119 Safari/537.36"
103.201.138.247,-,-,[22/Feb/2019:16:07:10,+0000],GET /wako/page/index.php HTTP/1.1,302,8506,http://socialstudio.in/wako/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.119 Safari/537.36"
103.201.138.247,-,-,[22/Feb/2019:16:07:12,+0000],GET /wako/page/index.php HTTP/1.1,302,8506,http://socialstudio.in/wako/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.119 Safari/537.36"
103.201.138.247,-,-,[22/Feb/2019:16:07:21,+0000],GET /wako/page/index.php HTTP/1.1,302,8506,http://socialstudio.in/wako/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.119 Safari/537.36"
103.201.138.247,-,-,[22/Feb/2019:16:07:22,+0000],GET /wako/page/index.php HTTP/1.1,302,8506,http://socialstudio.in/wako/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.119 Safari/537.36"
103.201.138.247,-,-,[22/Feb/2019:16:07:23,+0000],GET /wako/page/index.php HTTP/1.1,302,8506,http://socialstudio.in/wako/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.119 Safari/537.36"
103.201.138.247,-,-,[22/Feb/2019:16:07:27,+0000],GET /wako/page/index.php HTTP/1.1,302,8506,http://socialstudio.in/wako/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.119 Safari/537.36"
103.201.138.247,-,-,[22/Feb/2019:16:07:44,+0000],GET /wako/admin/slider.php HTTP/1.1,200,4420,http://socialstudio.in/wako/admin/menu-edit.php?id=13,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.119 Safari/537.36"
103.201.138.247,-,-,[22/Feb/2019:16:07:44,+0000],GET /favicon.ico HTTP/1.1,200,-,http://socialstudio.in/wako/admin/slider.php,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.119 Safari/537.36"
103.201.138.247,-,-,[22/Feb/2019:16:08:08,+0000],GET /favicon.ico HTTP/1.1,200,-,http://socialstudio.in/wako/admin/slider.php,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.119 Safari/537.36"
103.201.138.247,-,-,[22/Feb/2019:16:07:05,+0000],GET /wako/page/index.php HTTP/1.1,302,8506,http://socialstudio.in/wako/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.119 Safari/537.36"
103.201.138.247,-,-,[22/Feb/2019:16:07:07,+0000],GET /wako/page/index.php HTTP/1.1,302,8506,http://socialstudio.in/wako/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.119 Safari/537.36"
103.201.138.247,-,-,[22/Feb/2019:16:07:09,+0000],GET /wako/page/index.php HTTP/1.1,302,8506,http://socialstudio.in/wako/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.119 Safari/537.36"
103.201.138.247,-,-,[22/Feb/2019:16:07:10,+0000],GET /wako/page/index.php HTTP/1.1,302,8506,http://socialstudio.in/wako/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.119 Safari/537.36"
103.201.138.247,-,-,[22/Feb/2019:16:07:22,+0000],GET /wako/page/index.php HTTP/1.1,302,8506,http://socialstudio.in/wako/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.119 Safari/537.36"
103.201.138.247,-,-,[22/Feb/2019:16:07:27,+0000],GET /wako/page/index.php HTTP/1.1,302,8506,http://socialstudio.in/wako/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.119 Safari/537.36"
103.201.138.247,-,-,[22/Feb/2019:16:07:55,+0000],POST /wako/admin/slider-edit.php?id=1 HTTP/1.1,200,4139,http://socialstudio.in/wako/admin/slider-edit.php?id=1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.119 Safari/537.36"
216.244.66.248,-,-,[22/Feb/2019:16:11:31,+0000],GET /robots.txt HTTP/1.1,200,2072,-,"Mozilla/5.0 (compatible; DotBot/1.1; http://www.opensiteexplorer.org/dotbot, help@moz.com)"
192.185.129.72,-,-,[22/Feb/2019:16:11:50,+0000],POST /wp-cron.php?doing_wp_cron=1550851909.9119429588317871093750 HTTP/1.1,200,-,http://www.socialstudio.in/wp-cron.php?doing_wp_cron=1550851909.9119429588317871093750,WordPress/4.9.9; http://www.socialstudio.in
192.185.129.72,-,-,[22/Feb/2019:16:56:52,+0000],POST /wp-cron.php?doing_wp_cron=1550854612.0382668972015380859375 HTTP/1.1,200,-,http://www.socialstudio.in/wp-cron.php?doing_wp_cron=1550854612.0382668972015380859375,WordPress/4.9.9; http://www.socialstudio.in
216.244.66.248,-,-,[22/Feb/2019:16:56:51,+0000],GET /robots.txt HTTP/1.1,200,2072,-,"Mozilla/5.0 (compatible; DotBot/1.1; http://www.opensiteexplorer.org/dotbot, help@moz.com)"
103.201.138.247,-,-,[22/Feb/2019:17:01:28,+0000],POST /wako/admin/login.php HTTP/1.1,302,2465,http://socialstudio.in/wako/admin/login.php,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.119 Safari/537.36"
103.201.138.247,-,-,[22/Feb/2019:17:01:35,+0000],GET /wako/admin/settings.php HTTP/1.1,200,10305,http://socialstudio.in/wako/admin/index.php,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.119 Safari/537.36"
103.201.138.247,-,-,[22/Feb/2019:17:01:36,+0000],GET /favicon.ico HTTP/1.1,200,-,http://socialstudio.in/wako/admin/settings.php,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.119 Safari/537.36"
103.201.138.247,-,-,[22/Feb/2019:17:00:31,+0000],GET /wako/admin/slider-edit.php?id=2 HTTP/1.1,302,-,http://socialstudio.in/wako/admin/slider.php,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.119 Safari/537.36"
103.201.138.247,-,-,[22/Feb/2019:17:00:32,+0000],GET /wako/admin/login.php HTTP/1.1,200,792,http://socialstudio.in/wako/admin/slider.php,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.119 Safari/537.36"
103.201.138.247,-,-,[22/Feb/2019:17:00:32,+0000],GET /favicon.ico HTTP/1.1,200,-,http://socialstudio.in/wako/admin/login.php,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.119 Safari/537.36"
103.201.138.247,-,-,[22/Feb/2019:17:01:28,+0000],GET /wako/admin/index.php HTTP/1.1,200,3598,http://socialstudio.in/wako/admin/login.php,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.119 Safari/537.36"
103.201.138.247,-,-,[22/Feb/2019:17:01:45,+0000],POST /wako/admin/settings.php HTTP/1.1,200,10350,http://socialstudio.in/wako/admin/settings.php,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.119 Safari/537.36"
192.185.129.72,-,-,[22/Feb/2019:17:06:00,+0000],POST /wp-cron.php?doing_wp_cron=1550855160.8481259346008300781250 HTTP/1.1,200,-,http://www.socialstudio.in/wp-cron.php?doing_wp_cron=1550855160.8481259346008300781250,WordPress/4.9.9; http://www.socialstudio.in
216.244.66.248,-,-,[22/Feb/2019:17:05:59,+0000],GET /blog HTTP/1.1,301,-,-,"Mozilla/5.0 (compatible; DotBot/1.1; http://www.opensiteexplorer.org/dotbot, help@moz.com)"
103.201.138.247,-,-,[22/Feb/2019:17:13:59,+0000],GET /wako/ HTTP/1.1,200,7888,-,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.119 Safari/537.36"
103.201.138.247,-,-,[22/Feb/2019:17:14:04,+0000],GET /wakoassets/css/jquery.bxslider.css HTTP/1.1,500,251,http://socialstudio.in/wako/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.119 Safari/537.36"
192.185.129.72,-,-,[22/Feb/2019:17:14:05,+0000],POST /wp-cron.php?doing_wp_cron=1550855645.5889239311218261718750 HTTP/1.1,500,251,http://www.socialstudio.in/wp-cron.php?doing_wp_cron=1550855645.5889239311218261718750,WordPress/4.9.9; http://www.socialstudio.in
103.201.138.247,-,-,[22/Feb/2019:17:13:59,+0000],GET /wakoassets/css/bootstrap.min.css HTTP/1.1,301,-,http://socialstudio.in/wako/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.119 Safari/537.36"
103.201.138.247,-,-,[22/Feb/2019:17:14:00,+0000],GET /wakoassets/css/hover.css HTTP/1.1,301,-,http://socialstudio.in/wako/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.119 Safari/537.36"
103.201.138.247,-,-,[22/Feb/2019:17:14:00,+0000],GET /wakoassets/css/jquery.bxslider.css HTTP/1.1,301,-,http://socialstudio.in/wako/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.119 Safari/537.36"
103.201.138.247,-,-,[22/Feb/2019:17:14:03,+0000],GET /wakoassets/css/superfish.css HTTP/1.1,301,-,http://socialstudio.in/wako/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.119 Safari/537.36"
103.201.138.247,-,-,[22/Feb/2019:17:14:03,+0000],GET /wakoassets/css/magnific-popup.css HTTP/1.1,301,-,http://socialstudio.in/wako/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.119 Safari/537.36"
103.201.138.247,-,-,[22/Feb/2019:17:14:11,+0000],GET /wakoassets/css/superfish.css HTTP/1.1,404,2072,http://socialstudio.in/wako/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.119 Safari/537.36"
103.201.138.247,-,-,[22/Feb/2019:17:14:17,+0000],GET /wakoassets/js/owl.carousel.min.js HTTP/1.1,301,-,http://socialstudio.in/wako/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.119 Safari/537.36"
103.201.138.247,-,-,[22/Feb/2019:17:14:17,+0000],GET /wakoassets/uploads/slider-2.jpg HTTP/1.1,301,-,http://socialstudio.in/wako/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.119 Safari/537.36"
103.201.138.247,-,-,[22/Feb/2019:17:14:23,+0000],GET /wakoassets/js/jquery-2.2.4.min.js HTTP/1.1,301,-,http://socialstudio.in/wako/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.119 Safari/537.36"
103.201.138.247,-,-,[22/Feb/2019:17:14:23,+0000],GET /wakoassets/js/hoverIntent.js HTTP/1.1,404,2072,http://socialstudio.in/wako/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.119 Safari/537.36"
103.201.138.247,-,-,[22/Feb/2019:17:14:29,+0000],GET /wakoassets/js/wow.min.js HTTP/1.1,301,-,http://socialstudio.in/wako/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.119 Safari/537.36"
103.201.138.247,-,-,[22/Feb/2019:17:14:36,+0000],GET /wakoassets/uploads/partner-5.png HTTP/1.1,500,251,http://socialstudio.in/wako/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.119 Safari/537.36"
103.201.138.247,-,-,[22/Feb/2019:17:14:39,+0000],GET /wako/assets/uploads/service-11.jpg HTTP/1.1,200,7540,http://socialstudio.in/wako/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.119 Safari/537.36"
103.201.138.247,-,-,[22/Feb/2019:17:14:03,+0000],GET /wakoassets/css/slicknav.css HTTP/1.1,500,251,http://socialstudio.in/wako/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.119 Safari/537.36"
103.201.138.247,-,-,[22/Feb/2019:17:14:00,+0000],GET /wakoassets/css/animate.css HTTP/1.1,301,-,http://socialstudio.in/wako/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.119 Safari/537.36"
103.201.138.247,-,-,[22/Feb/2019:17:14:12,+0000],GET /wakoassets/js/bootstrap.min.js HTTP/1.1,404,2072,http://socialstudio.in/wako/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.119 Safari/537.36"
